id,condition,question,actual_response,correct,correct_response,domain,response_time,session_num,original_stimulus,test_version,mr_difficulty,programming_difficulty,has_survey,isMR,isProgramming,is_mr,is_programming,adjusted_stimulus
00071,Z,0,a,True,a,D,11.120932579040527,0,4,3,2,3,True,False,True,False,True,98
00071,Z,1,b,True,b,B,13.503331184387209,0,127,3,2,3,True,False,True,False,True,33
00071,Z,2,b,True,b,B,9.705926895141602,0,140,3,2,3,True,False,True,False,True,46
00071,Z,3,a,True,a,B,6.805620670318604,0,126,3,2,3,True,False,True,False,True,32
00071,Z,4,b,True,b,E,11.838851928710938,0,59,3,2,3,True,False,True,False,True,154
00071,Z,5,a,True,a,E,11.343013763427734,0,60,3,2,3,True,False,True,False,True,155
00071,Z,6,a,True,a,E,13.10716152191162,0,46,3,2,3,True,False,True,False,True,143
00071,Z,7,a,True,a,C,8.581013679504395,0,93,3,2,3,True,True,False,True,False,67
00071,Z,8,b,True,b,A,3.433160781860352,0,72,3,2,3,True,True,False,True,False,10
00071,Z,9,b,True,b,C,14.947545051574709,0,118,3,2,3,True,True,False,True,False,92
00071,Z,10,b,True,b,A,2.903515100479126,0,66,3,2,3,True,True,False,True,False,4
00071,Z,11,b,True,b,C,5.221020698547363,0,99,3,2,3,True,True,False,True,False,73
00071,Z,12,b,True,b,E,12.924290657043455,0,54,3,2,3,True,False,True,False,True,150
00071,Z,13,b,True,b,A,5.141093254089356,0,76,3,2,3,True,True,False,True,False,14
00071,Z,14,a,False,b,D,17.469989776611328,0,206,3,2,3,True,False,True,False,True,124
00071,Z,15,a,True,a,A,3.956029891967773,0,89,3,2,3,True,True,False,True,False,25
00071,Z,16,a,True,a,B,14.3665132522583,0,133,3,2,3,True,False,True,False,True,39
00071,Z,17,a,True,a,D,11.236489295959473,0,9,3,2,3,True,False,True,False,True,102
00071,Z,18,b,True,b,E,10.150822639465332,0,33,3,2,3,True,False,True,False,True,132
00071,Z,19,b,True,b,D,19.133655548095703,0,16,3,2,3,True,False,True,False,True,108
00071,Z,20,b,True,b,C,12.367743492126465,0,120,3,2,3,True,True,False,True,False,94
00071,Z,21,a,True,a,A,3.909201622009277,0,83,3,2,3,True,True,False,True,False,19
00071,Z,22,a,True,a,B,6.67441463470459,0,131,3,2,3,True,False,True,False,True,37
00071,Z,23,a,True,a,E,12.015979766845703,0,208,3,2,3,True,False,True,False,True,156
00071,Z,24,a,True,a,E,6.826640605926514,0,42,3,2,3,True,False,True,False,True,140
00071,Z,25,b,True,b,C,7.791656970977783,0,97,3,2,3,True,True,False,True,False,71
00071,Z,26,a,True,a,B,22.29355239868164,0,136,3,2,3,True,False,True,False,True,42
00071,Z,27,b,True,b,C,6.197596549987793,0,98,3,2,3,True,True,False,True,False,72
00071,Z,28,b,True,b,E,21.513429641723636,0,213,3,2,3,True,False,True,False,True,161
00071,Z,29,a,False,b,B,7.250975131988525,0,128,3,2,3,True,False,True,False,True,34
00071,Z,30,a,True,a,B,12.757524490356444,0,147,3,2,3,True,False,True,False,True,53
00071,Z,31,a,True,a,C,6.939674377441406,0,114,3,2,3,True,True,False,True,False,88
00071,Z,32,b,True,b,D,10.379353523254396,0,11,3,2,3,True,False,True,False,True,104
00071,Z,33,b,True,b,B,5.849754810333252,0,130,3,2,3,True,False,True,False,True,36
00071,Z,34,a,True,a,C,5.572245121002197,0,96,3,2,3,True,True,False,True,False,70
00071,Z,35,b,True,b,E,10.838854789733888,0,56,3,2,3,True,False,True,False,True,152
00071,Z,36,b,True,b,C,6.175533771514893,0,113,3,2,3,True,True,False,True,False,87
00071,Z,37,a,True,a,A,2.955874443054199,0,82,3,2,3,True,True,False,True,False,18
00071,Z,38,b,True,b,D,14.970884323120115,0,13,3,2,3,True,False,True,False,True,105
00071,Z,39,a,True,a,E,10.572638511657717,0,49,3,2,3,True,False,True,False,True,146
00071,Z,40,b,True,b,E,8.38812255859375,0,209,3,2,3,True,False,True,False,True,157
00071,Z,41,b,True,b,C,11.986282348632812,0,105,3,2,3,True,True,False,True,False,79
00071,Z,42,a,True,a,D,11.162467956542969,0,3,3,2,3,True,False,True,False,True,97
00071,Z,43,a,True,a,D,20.85188865661621,0,1,3,2,3,True,False,True,False,True,95
00071,Z,44,b,True,b,A,4.726394176483154,0,73,3,2,3,True,True,False,True,False,11
00071,Z,45,a,True,a,D,12.193195343017578,0,22,3,2,3,True,False,True,False,True,113
00071,Z,46,b,True,b,C,10.152281761169434,0,101,3,2,3,True,True,False,True,False,75
00071,Z,47,b,True,b,E,5.7748212814331055,0,38,3,2,3,True,False,True,False,True,136
00071,Z,48,a,True,a,D,14.293288230895996,0,23,3,2,3,True,False,True,False,True,114
00071,Z,49,b,True,b,B,19.223880767822266,0,137,3,2,3,True,False,True,False,True,43
00071,Y,0,b,True,b,A,2.961034774780273,2,80,1,2,4,True,True,False,True,False,16
00071,Y,1,a,True,a,A,2.784273624420166,2,90,1,2,4,True,True,False,True,False,26
00071,Y,2,a,True,a,E,6.217483043670654,2,210,1,2,4,True,False,True,False,True,158
00071,Y,3,a,True,a,B,53.72466659545898,2,333,1,2,4,True,False,True,False,True,64
00071,Y,4,a,True,a,B,26.411535263061523,2,316,1,2,4,True,False,True,False,True,58
00071,Y,5,a,True,a,A,4.085962295532227,2,75,1,2,4,True,True,False,True,False,13
00071,Y,6,a,True,a,A,2.524225234985352,2,85,1,2,4,True,True,False,True,False,21
00071,Y,7,a,True,a,E,3.4629786014556885,2,212,1,2,4,True,False,True,False,True,160
00071,Y,8,b,True,b,B,7.981605529785156,2,123,1,2,4,True,False,True,False,True,29
00071,Y,9,a,True,a,D,8.381415367126465,2,205,1,2,4,True,False,True,False,True,123
00071,Y,10,b,True,b,C,4.5711350440979,2,94,1,2,4,True,True,False,True,False,68
00071,Y,11,a,True,a,A,1.6810280084609983,2,63,1,2,4,True,True,False,True,False,1
00071,Y,12,a,True,a,E,43.90137481689453,2,322,1,2,4,True,False,True,False,True,182
00071,Y,13,a,True,a,E,67.36470031738281,2,307,1,2,4,True,False,True,False,True,169
00071,Y,14,b,True,b,D,5.5961737632751465,2,6,1,2,4,True,False,True,False,True,100
00071,Y,15,a,True,a,C,8.00908374786377,2,103,1,2,4,True,True,False,True,False,77
00071,Y,16,b,True,b,B,4.346404075622559,2,148,1,2,4,True,False,True,False,True,54
00071,Y,17,a,True,a,D,10.98521900177002,2,27,1,2,4,True,False,True,False,True,117
00071,Y,18,a,True,a,D,10.646734237670898,2,10,1,2,4,True,False,True,False,True,103
00071,Y,19,b,True,b,D,3.9385175704956055,2,25,1,2,4,True,False,True,False,True,116
00071,Y,20,a,True,a,D,10.643912315368652,2,24,1,2,4,True,False,True,False,True,115
00071,Y,21,a,True,a,A,2.694573879241944,2,67,1,2,4,True,True,False,True,False,5
00071,Y,22,b,True,b,E,13.103177070617676,2,304,1,2,4,True,False,True,False,True,166
00071,Y,23,b,True,b,E,16.793468475341797,2,31,1,2,4,True,False,True,False,True,130
00071,Y,24,b,True,b,E,24.40216636657715,2,52,1,2,4,True,False,True,False,True,148
00071,Y,25,b,True,b,B,12.305533409118652,2,144,1,2,4,True,False,True,False,True,50
00071,Y,26,a,True,a,B,3.5966784954071045,2,121,1,2,4,True,False,True,False,True,27
00071,Y,27,b,True,b,A,1.7560184001922607,2,81,1,2,4,True,True,False,True,False,17
00071,Y,28,a,True,a,E,9.152050971984863,2,47,1,2,4,True,False,True,False,True,144
00071,Y,29,a,True,a,A,2.424670934677124,2,69,1,2,4,True,True,False,True,False,7
00071,Y,30,a,True,a,B,8.269624710083008,2,134,1,2,4,True,False,True,False,True,40
00071,Y,31,b,True,b,E,13.260687828063965,2,34,1,2,4,True,False,True,False,True,133
00071,Y,32,b,True,b,E,15.5482177734375,2,301,1,2,4,True,False,True,False,True,163
00071,Y,33,b,True,b,C,6.156829833984375,2,100,1,2,4,True,True,False,True,False,74
00071,Y,34,b,True,b,C,7.879624843597412,2,104,1,2,4,True,True,False,True,False,78
00071,Y,35,b,False,a,E,41.593021392822266,2,310,1,2,4,True,False,True,False,True,172
00071,Y,36,a,True,a,C,17.237680435180664,2,107,1,2,4,True,True,False,True,False,81
00071,Y,37,b,True,b,B,22.626564025878903,2,142,1,2,4,True,False,True,False,True,48
00071,Y,38,b,True,b,B,8.267501831054688,2,125,1,2,4,True,False,True,False,True,31
00071,Y,39,b,True,b,B,3.810791730880737,2,122,1,2,4,True,False,True,False,True,28
00071,Y,40,a,True,a,C,10.351445198059082,2,92,1,2,4,True,True,False,True,False,66
00071,Y,41,b,True,b,D,6.137201309204102,2,7,1,2,4,True,False,True,False,True,101
00071,Y,42,b,True,b,A,4.781215190887451,2,70,1,2,4,True,True,False,True,False,8
00071,Y,43,a,True,a,E,71.82872009277344,2,319,1,2,4,True,False,True,False,True,179
00071,Y,44,a,True,a,A,6.301430702209473,2,74,1,2,4,True,True,False,True,False,12
00071,Y,45,b,True,b,C,2.827460765838623,2,102,1,2,4,True,True,False,True,False,76
00071,Y,46,b,True,b,E,9.326221466064451,2,55,1,2,4,True,False,True,False,True,151
00071,Y,47,b,True,b,A,6.345017433166504,2,87,1,2,4,True,True,False,True,False,23
00071,Y,48,b,False,a,D,47.47621154785156,2,328,1,2,4,True,False,True,False,True,127
00071,Y,49,a,True,a,E,20.663423538208008,2,214,1,2,4,True,False,True,False,True,162
00071,Y,50,b,True,b,D,22.9776554107666,2,15,1,2,4,True,False,True,False,True,107
00071,Y,51,b,True,b,D,16.543346405029297,2,19,1,2,4,True,False,True,False,True,111
00071,Y,52,b,True,b,B,10.95681381225586,2,326,1,2,4,True,False,True,False,True,61
00071,Y,53,b,True,b,E,30.830049514770508,2,313,1,2,4,True,False,True,False,True,175
00071,Y,54,b,True,b,D,17.499069213867188,2,18,1,2,4,True,False,True,False,True,110
00071,Y,55,b,True,b,E,9.013426780700684,2,45,1,2,4,True,False,True,False,True,142
00071,Y,56,a,False,b,D,8.688029289245605,2,201,1,2,4,True,False,True,False,True,119
00071,Y,57,a,True,a,C,5.153909206390381,2,95,1,2,4,True,True,False,True,False,69
00071,Y,58,a,True,a,B,8.59434700012207,2,139,1,2,4,True,False,True,False,True,45
00071,Y,59,a,True,a,B,4.768699645996094,2,124,1,2,4,True,False,True,False,True,30
00071,Y,60,a,True,a,E,8.011935234069824,2,32,1,2,4,True,False,True,False,True,131
00071,X,0,a,True,a,D,9.744006156921388,1,29,2,2,4,True,False,True,False,True,118
00071,X,1,b,True,b,A,4.870128154754639,1,65,2,2,4,True,True,False,True,False,3
00071,X,2,a,True,a,A,3.491959810256958,1,68,2,2,4,True,True,False,True,False,6
00071,X,3,b,True,b,A,4.916634559631348,1,77,2,2,4,True,True,False,True,False,15
00071,X,4,b,True,b,E,8.69797420501709,1,43,2,2,4,True,False,True,False,True,141
00071,X,5,b,True,b,E,9.51280117034912,1,41,2,2,4,True,False,True,False,True,139
00071,X,6,a,True,a,E,18.474586486816406,1,51,2,2,4,True,False,True,False,True,147
00071,X,7,b,True,b,B,32.88985061645508,1,332,2,2,4,True,False,True,False,True,63
00071,X,8,b,True,b,E,11.964762687683104,1,40,2,2,4,True,False,True,False,True,138
00071,X,9,a,True,a,C,7.065811634063721,1,91,2,2,4,True,True,False,True,False,65
00071,X,10,a,True,a,A,2.7123653888702397,1,64,2,2,4,True,True,False,True,False,2
00071,X,11,a,True,a,C,16.61115074157715,1,111,2,2,4,True,True,False,True,False,85
00071,X,12,a,True,a,B,50.35966491699219,1,325,2,2,4,True,False,True,False,True,60
00071,X,13,a,False,b,B,15.905808448791504,1,132,2,2,4,True,False,True,False,True,38
00071,X,14,b,True,b,D,5.758477687835693,1,204,2,2,4,True,False,True,False,True,122
00071,X,15,a,True,a,A,3.0475761890411377,1,84,2,2,4,True,True,False,True,False,20
00071,X,16,a,True,a,B,8.463249206542969,1,146,2,2,4,True,False,True,False,True,52
00071,X,17,b,True,b,C,4.866986274719238,1,112,2,2,4,True,True,False,True,False,86
00071,X,18,a,False,b,E,45.51529312133789,1,311,2,2,4,True,False,True,False,True,173
00071,X,19,b,True,b,C,22.34841728210449,1,116,2,2,4,True,True,False,True,False,90
00071,X,20,a,True,a,B,19.802404403686523,1,149,2,2,4,True,False,True,False,True,55
00071,X,21,b,True,b,E,13.16086769104004,1,35,2,2,4,True,False,True,False,True,134
00071,X,22,a,True,a,E,34.27846908569336,1,314,2,2,4,True,False,True,False,True,176
00071,X,23,b,True,b,D,12.458162307739258,1,2,2,2,4,True,False,True,False,True,96
00071,X,24,a,True,a,B,13.686960220336914,1,145,2,2,4,True,False,True,False,True,51
00071,X,25,b,True,b,E,9.049840927124023,1,53,2,2,4,True,False,True,False,True,149
00071,X,26,b,True,b,C,17.033021926879883,1,106,2,2,4,True,True,False,True,False,80
00071,X,27,b,False,a,C,37.97024917602539,1,117,2,2,4,True,True,False,True,False,91
00071,X,28,a,True,a,E,13.067231178283691,1,211,2,2,4,True,False,True,False,True,159
00071,X,29,a,True,a,D,11.792243003845217,1,5,2,2,4,True,False,True,False,True,99
00071,X,30,a,True,a,E,10.017742156982422,1,39,2,2,4,True,False,True,False,True,137
00071,X,31,a,True,a,B,7.043366432189941,1,129,2,2,4,True,False,True,False,True,35
00071,X,32,b,True,b,C,19.31088256835937,1,115,2,2,4,True,True,False,True,False,89
00071,X,33,b,True,b,A,3.798569202423096,1,71,2,2,4,True,True,False,True,False,9
00071,X,34,a,True,a,E,8.370626449584961,1,37,2,2,4,True,False,True,False,True,135
00071,X,35,a,True,a,C,35.0075798034668,1,119,2,2,4,True,True,False,True,False,93
00071,X,36,b,True,b,B,22.058563232421875,1,141,2,2,4,True,False,True,False,True,47
00071,X,37,a,True,a,C,12.275017738342283,1,110,2,2,4,True,True,False,True,False,84
00071,X,38,b,True,b,E,40.67506790161133,1,308,2,2,4,True,False,True,False,True,170
00071,X,39,a,True,a,D,28.77650260925293,1,207,2,2,4,True,False,True,False,True,125
00071,X,40,b,True,b,B,9.329343795776367,1,135,2,2,4,True,False,True,False,True,41
00071,X,41,b,True,b,A,3.0518717765808105,1,86,2,2,4,True,True,False,True,False,22
00071,X,42,a,True,a,D,5.467939853668213,1,202,2,2,4,True,False,True,False,True,120
00071,X,43,a,True,a,B,33.19478988647461,1,138,2,2,4,True,False,True,False,True,44
00071,X,44,b,True,b,B,6.73706579208374,1,150,2,2,4,True,False,True,False,True,56
00071,X,45,b,True,b,D,40.86802291870117,1,329,2,2,4,True,False,True,False,True,128
00071,X,46,b,True,b,D,15.20602035522461,1,20,2,2,4,True,False,True,False,True,112
00071,X,47,a,True,a,C,7.1292877197265625,1,109,2,2,4,True,True,False,True,False,83
00071,X,48,a,True,a,D,11.842022895812988,1,203,2,2,4,True,False,True,False,True,121
00071,X,49,a,True,a,E,17.12101173400879,1,302,2,2,4,True,False,True,False,True,164
00071,X,50,b,True,b,E,44.63201522827149,1,323,2,2,4,True,False,True,False,True,183
00071,X,51,a,True,a,E,5.622134685516357,1,48,2,2,4,True,False,True,False,True,145
00071,X,52,b,True,b,E,8.801017761230469,1,305,2,2,4,True,False,True,False,True,167
00071,X,53,a,True,a,B,11.821364402770996,1,143,2,2,4,True,False,True,False,True,49
00071,X,54,a,True,a,C,37.76142501831055,1,108,2,2,4,True,True,False,True,False,82
00071,X,55,b,True,b,D,7.69336462020874,1,17,2,2,4,True,False,True,False,True,109
00071,X,56,b,False,a,E,76.45865631103516,1,320,2,2,4,True,False,True,False,True,180
00071,X,57,a,True,a,E,30.908428192138672,1,317,2,2,4,True,False,True,False,True,177
00071,X,58,b,True,b,A,4.910789012908936,1,88,2,2,4,True,True,False,True,False,24
00071,X,59,b,True,b,E,18.05443382263184,1,57,2,2,4,True,False,True,False,True,153
00071,X,60,a,True,a,D,8.17238998413086,1,14,2,2,4,True,False,True,False,True,106
19391,Z,0,a,False,b,B,15.921354293823242,1,315,3,2,4,True,False,True,False,True,57
19391,Z,1,a,False,b,B,26.02154922485352,1,331,3,2,4,True,False,True,False,True,62
19391,Z,2,b,True,b,D,32.31242752075195,1,13,3,2,4,True,False,True,False,True,105
19391,Z,3,b,False,a,E,8.841272354125977,1,303,3,2,4,True,False,True,False,True,165
19391,Z,4,a,True,a,D,11.69920825958252,1,4,3,2,4,True,False,True,False,True,98
19391,Z,5,a,True,a,C,16.33918571472168,1,96,3,2,4,True,True,False,True,False,70
19391,Z,6,b,True,b,D,10.527586936950684,1,206,3,2,4,True,False,True,False,True,124
19391,Z,7,a,True,a,D,26.322004318237305,1,3,3,2,4,True,False,True,False,True,97
19391,Z,8,b,True,b,C,67.16728210449219,1,97,3,2,4,True,True,False,True,False,71
19391,Z,9,a,False,b,B,41.431549072265625,1,324,3,2,4,True,False,True,False,True,59
19391,Z,10,a,True,a,B,39.57288360595703,1,147,3,2,4,True,False,True,False,True,53
19391,Z,11,a,True,a,A,6.3539886474609375,1,83,3,2,4,True,True,False,True,False,19
19391,Z,12,b,True,b,E,12.13270378112793,1,213,3,2,4,True,False,True,False,True,161
19391,Z,13,b,True,b,C,37.10314178466797,1,118,3,2,4,True,True,False,True,False,92
19391,Z,14,b,True,b,B,20.13641166687012,1,130,3,2,4,True,False,True,False,True,36
19391,Z,15,b,True,b,C,21.829010009765625,1,101,3,2,4,True,True,False,True,False,75
19391,Z,16,a,False,b,E,53.55877304077149,1,309,3,2,4,True,False,True,False,True,171
19391,Z,17,a,False,b,B,32.94060134887695,1,128,3,2,4,True,False,True,False,True,34
19391,Z,18,a,False,b,C,16.94382667541504,1,99,3,2,4,True,True,False,True,False,73
19391,Z,19,a,False,b,C,50.76423645019531,1,105,3,2,4,True,True,False,True,False,79
19391,Z,20,a,False,b,B,13.741951942443848,1,140,3,2,4,True,False,True,False,True,46
19391,Z,21,b,False,a,D,27.997127532958984,1,330,3,2,4,True,False,True,False,True,129
19391,Z,22,a,False,b,E,19.21227264404297,1,54,3,2,4,True,False,True,False,True,150
19391,Z,23,a,True,a,E,34.63147735595703,1,321,3,2,4,True,False,True,False,True,181
19391,Z,24,a,True,a,E,7.640421867370605,1,49,3,2,4,True,False,True,False,True,146
19391,Z,25,b,False,a,B,7.579243183135986,1,131,3,2,4,True,False,True,False,True,37
19391,Z,26,a,True,a,D,15.202189445495604,1,1,3,2,4,True,False,True,False,True,95
19391,Z,27,b,True,b,C,81.07920837402344,1,113,3,2,4,True,True,False,True,False,87
19391,Z,28,b,True,b,C,69.335205078125,1,120,3,2,4,True,True,False,True,False,94
19391,Z,29,b,True,b,E,53.18498992919922,1,312,3,2,4,True,False,True,False,True,174
19391,Z,30,b,True,b,C,84.77698516845703,1,98,3,2,4,True,True,False,True,False,72
19391,Z,31,b,True,b,E,11.53427028656006,1,56,3,2,4,True,False,True,False,True,152
19391,Z,32,a,True,a,E,14.550156593322754,1,208,3,2,4,True,False,True,False,True,156
19391,Z,33,b,True,b,A,18.625389099121094,1,76,3,2,4,True,True,False,True,False,14
19391,Z,34,b,True,b,A,10.988279342651367,1,66,3,2,4,True,True,False,True,False,4
19391,Z,35,b,True,b,E,145.0571746826172,1,318,3,2,4,True,False,True,False,True,178
19391,Z,36,b,True,b,D,9.003449440002441,1,16,3,2,4,True,False,True,False,True,108
19391,Z,37,a,True,a,B,121.75526428222656,1,136,3,2,4,True,False,True,False,True,42
19391,Z,38,a,True,a,E,21.55384635925293,1,42,3,2,4,True,False,True,False,True,140
19391,Z,39,b,True,b,E,8.792088508605957,1,38,3,2,4,True,False,True,False,True,136
19391,Z,40,b,True,b,E,14.601470947265623,1,306,3,2,4,True,False,True,False,True,168
19391,Z,41,a,True,a,B,27.87962913513184,1,133,3,2,4,True,False,True,False,True,39
19391,Z,42,a,True,a,A,6.086692810058594,1,89,3,2,4,True,True,False,True,False,25
19391,Z,43,b,True,b,D,6.675292015075684,1,11,3,2,4,True,False,True,False,True,104
19391,Z,44,b,True,b,E,34.224605560302734,1,59,3,2,4,True,False,True,False,True,154
19391,Z,45,a,True,a,D,12.06581974029541,1,23,3,2,4,True,False,True,False,True,114
19391,Z,46,a,True,a,E,34.83970642089844,1,46,3,2,4,True,False,True,False,True,143
19391,Z,47,b,True,b,E,18.952468872070312,1,33,3,2,4,True,False,True,False,True,132
19391,Z,48,a,True,a,B,56.4271240234375,1,126,3,2,4,True,False,True,False,True,32
19391,Z,49,b,True,b,A,26.56902885437012,1,72,3,2,4,True,True,False,True,False,10
19391,Z,50,a,True,a,E,134.4634246826172,1,60,3,2,4,True,False,True,False,True,155
19391,Z,51,a,True,a,A,4.976032257080078,1,82,3,2,4,True,True,False,True,False,18
19391,Z,52,b,True,b,B,107.56927490234376,1,127,3,2,4,True,False,True,False,True,33
19391,Z,53,a,True,a,D,11.047508239746094,1,22,3,2,4,True,False,True,False,True,113
19391,Z,54,a,True,a,D,49.592376708984375,1,9,3,2,4,True,False,True,False,True,102
19391,Z,55,a,True,a,C,23.90732765197754,1,93,3,2,4,True,True,False,True,False,67
19391,Z,56,a,True,a,C,35.2663688659668,1,114,3,2,4,True,True,False,True,False,88
19391,Z,57,b,True,b,A,6.629876136779785,1,73,3,2,4,True,True,False,True,False,11
19391,Z,58,b,True,b,B,106.38761138916016,1,137,3,2,4,True,False,True,False,True,43
19391,Z,59,b,True,b,E,12.35568618774414,1,209,3,2,4,True,False,True,False,True,157
19391,Z,60,-,False,b,D,,1,327,3,2,4,True,False,True,False,True,126
19391,X,0,b,True,b,E,34.224952697753906,0,311,2,2,4,True,False,True,False,True,173
19391,X,1,b,True,b,B,24.481332778930664,0,150,2,2,4,True,False,True,False,True,56
19391,X,2,b,False,a,E,14.588127136230469,0,51,2,2,4,True,False,True,False,True,147
19391,X,3,b,True,b,C,35.5629997253418,0,106,2,2,4,True,True,False,True,False,80
